,Unnamed: 0,database,database_id,uniprot_id,title,organism,taxonomy_id,evidence_level,protein,fold,label_index
635,635,tr,T2HPF3,T2HPF3_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
636,636,tr,E9JG24,E9JG24_ECHCS,Serine protease (Fragment),Echis carinatus sochureki,124223,2,Snake_Venom_Serine_Proteases(SVSP),test,4
637,637,tr,E9JG15,E9JG15_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
638,638,tr,A0A077L6P3,A0A077L6P3_PROFL,Serine protease,Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
639,639,tr,T2HRT8,T2HRT8_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
640,640,tr,T2HRU2,T2HRU2_PROFL,Serine protease,Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
641,641,tr,T2HQA7,T2HQA7_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),val,4
642,642,tr,U3TBG7,U3TBG7_PROFL,Serine protease,Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
643,643,tr,A0AAW1C2I6,A0AAW1C2I6_CROAD,non-specific serine/threonine protein kinase,Crotalus adamanteus,8729,3,Snake_Venom_Serine_Proteases(SVSP),train,4
644,644,tr,A0A6G5ZUR6,A0A6G5ZUR6_VIPAN,Serine protease 6,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
645,645,tr,A0A0A1WDM9,A0A0A1WDM9_ECHCO,Serine protease D,Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
646,646,tr,A0A6G5ZVX7,A0A6G5ZVX7_VIPAN,Serine protease 7,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
647,647,tr,E9JG13,E9JG13_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),train,4
648,648,tr,E9JG05,E9JG05_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),train,4
649,649,tr,A0A0B4SX28,A0A0B4SX28_9SAUR,Serine protease,Philodryas chamissonis,1050405,2,Snake_Venom_Serine_Proteases(SVSP),train,4
650,650,tr,A0A098LY95,A0A098LY95_PYTRG,Serine protease,Python regius,51751,2,Snake_Venom_Serine_Proteases(SVSP),val,4
651,651,tr,D5KRX9,D5KRX9_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),test,4
652,652,tr,E9JFZ7,E9JFZ7_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Snake_Venom_Serine_Proteases(SVSP),train,4
653,653,tr,E9JG04,E9JG04_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),train,4
654,654,tr,E9JG18,E9JG18_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
655,655,tr,E9JFZ9,E9JFZ9_ECHCS,Serine protease (Fragment),Echis carinatus sochureki,124223,2,Snake_Venom_Serine_Proteases(SVSP),train,4
656,656,tr,E9JG00,E9JG00_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
657,657,tr,E9JG08,E9JG08_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
658,658,tr,E9JG16,E9JG16_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
659,659,tr,E9JG20,E9JG20_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Snake_Venom_Serine_Proteases(SVSP),train,4
660,660,tr,E9JG23,E9JG23_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
661,661,tr,D5KRY0,D5KRY0_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),test,4
662,662,tr,D5KRY1,D5KRY1_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),train,4
663,663,tr,E9JG07,E9JG07_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Snake_Venom_Serine_Proteases(SVSP),test,4
664,664,tr,E9JG14,E9JG14_ECHCS,Serine protease (Fragment),Echis carinatus sochureki,124223,2,Snake_Venom_Serine_Proteases(SVSP),train,4
665,665,tr,E9JG19,E9JG19_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),test,4
666,666,tr,E9JG21,E9JG21_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
667,667,tr,E9JFZ8,E9JFZ8_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
668,668,tr,E9JG01,E9JG01_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
669,669,tr,E9JG02,E9JG02_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),val,4
670,670,tr,E9JG09,E9JG09_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),val,4
671,671,tr,E9JG25,E9JG25_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
672,672,tr,E9JFZ6,E9JFZ6_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Snake_Venom_Serine_Proteases(SVSP),train,4
673,673,tr,E9JG12,E9JG12_ECHOC,Serine protease (Fragment),Echis ocellatus,99586,2,Snake_Venom_Serine_Proteases(SVSP),train,4
674,674,tr,E9JG17,E9JG17_ECHCO,Serine protease (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
675,675,tr,E9JG22,E9JG22_ECHCS,Serine protease (Fragment),Echis carinatus sochureki,124223,2,Snake_Venom_Serine_Proteases(SVSP),train,4
676,676,tr,E9JG06,E9JG06_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Snake_Venom_Serine_Proteases(SVSP),train,4
677,677,tr,E9JFZ5,E9JFZ5_ECHPL,Serine protease (Fragment),Echis pyramidum leakeyi,38415,2,Snake_Venom_Serine_Proteases(SVSP),val,4
678,678,tr,T1E3C3,T1E3C3_CROHD,Serine proteinase 13a,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
679,679,tr,T1DJY2,T1DJY2_CROHD,Serine proteinase 12a,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
680,680,tr,U3TDG7,U3TDG7_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
681,681,tr,T1DH10,T1DH10_CROHD,Serine proteinase 10,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
682,682,tr,T1E3C0,T1E3C0_CROHD,Serine proteinase 1c,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),test,4
683,683,tr,A0A0A1WDS0,A0A0A1WDS0_ECHCO,Serine protease F (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
684,684,tr,T2HPV4,T2HPV4_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
685,685,tr,A0A0A1WCI0,A0A0A1WCI0_ECHCO,Serine protease B (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
686,686,tr,A0A0A1WC94,A0A0A1WC94_ECHCO,Serine protease E (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
687,687,tr,A0A0A1WCY1,A0A0A1WCY1_ECHCO,Serine protease C (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
688,688,tr,A0A0A1WDS7,A0A0A1WDS7_ECHCO,Serine protease A (Fragment),Echis coloratus,64175,2,Snake_Venom_Serine_Proteases(SVSP),train,4
689,689,tr,A0A0K8RT82,A0A0K8RT82_CROHD,Serine proteinase 4,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
690,690,tr,T1DGZ7,T1DGZ7_CROHD,Serine proteinase 5,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
691,691,tr,T1D6M5,T1D6M5_CROHD,Serine proteinase 6,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),val,4
692,692,tr,T1D6M9,T1D6M9_CROHD,Serine proteinase 1b,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
693,693,tr,T1E3X7,T1E3X7_CROHD,Serine proteinase 1b,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
694,694,tr,A0A0K8RYN6,A0A0K8RYN6_CROHD,Serine proteinase 2a,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
695,695,tr,A0A0K8RSB3,A0A0K8RSB3_CROHD,Serine proteinase 1e,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
696,696,tr,T1DH01,T1DH01_CROHD,Serine proteinase 2b,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),val,4
697,697,tr,T1E3B5,T1E3B5_CROHD,Serine proteinase 7,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),val,4
698,698,tr,A0A6G5ZUW7,A0A6G5ZUW7_VIPAN,Serine protease 10 (Fragment),Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
699,699,tr,A0A6G5ZW32,A0A6G5ZW32_VIPAN,Serine protease 3,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
700,700,tr,A0A6G5ZUG1,A0A6G5ZUG1_VIPAN,Serine protease 1,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
701,701,tr,A0A6G5ZUH5,A0A6G5ZUH5_VIPAN,Serine protease 8 (Fragment),Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
702,702,tr,A0A6G5ZUG5,A0A6G5ZUG5_VIPAN,Serine protease 4,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),train,4
703,703,tr,A0A6G5ZW78,A0A6G5ZW78_VIPAN,Serine protease 2,Vipera anatolica senliki,2604287,2,Snake_Venom_Serine_Proteases(SVSP),test,4
704,704,tr,A0A2I7YS30,A0A2I7YS30_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
705,705,tr,A0A2I7YS41,A0A2I7YS41_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
706,706,tr,A0A2I7YS44,A0A2I7YS44_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
707,707,tr,A0A2I7YS47,A0A2I7YS47_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
708,708,tr,A0A2I7YS57,A0A2I7YS57_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
709,709,tr,A0A2I7YS70,A0A2I7YS70_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
710,710,tr,A0A2I7YS91,A0A2I7YS91_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),train,4
711,711,tr,A0A2I7YS99,A0A2I7YS99_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
712,712,tr,A0A2I7YSA0,A0A2I7YSA0_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
713,713,tr,A0A2I7YSB2,A0A2I7YSB2_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
714,714,tr,A0A2I7YSB6,A0A2I7YSB6_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
715,715,tr,A0A2I7YS62,A0A2I7YS62_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),train,4
716,716,tr,A0A2I7YS63,A0A2I7YS63_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
717,717,tr,A0A2I7YS67,A0A2I7YS67_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
718,718,tr,A0A2I7YS68,A0A2I7YS68_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
719,719,tr,A0A2I7YS69,A0A2I7YS69_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
720,720,tr,A0A2I7YS75,A0A2I7YS75_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),test,4
721,721,tr,A0A2I7YS79,A0A2I7YS79_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),train,4
722,722,tr,A0A2I7YS82,A0A2I7YS82_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
723,723,tr,A0A2I7YS84,A0A2I7YS84_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),val,4
724,724,tr,A0A2I7YS86,A0A2I7YS86_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
725,725,tr,A0A2I7YS33,A0A2I7YS33_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
726,726,tr,A0A2I7YS45,A0A2I7YS45_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
727,727,tr,A0A2I7YS66,A0A2I7YS66_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
728,728,tr,A0A2I7YS77,A0A2I7YS77_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),test,4
729,729,tr,A0A2I7YS93,A0A2I7YS93_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),val,4
730,730,tr,A0A2I7YSB7,A0A2I7YSB7_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
731,731,tr,A0A2I7YSB9,A0A2I7YSB9_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
732,732,tr,A0A2I7YS43,A0A2I7YS43_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
733,733,tr,A0A2I7YS52,A0A2I7YS52_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
734,734,tr,A0A2I7YS89,A0A2I7YS89_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
735,735,tr,A0A2I7YSA2,A0A2I7YSA2_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
736,736,tr,A0A2I7YSA5,A0A2I7YSA5_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
737,737,tr,A0A2I7YSA6,A0A2I7YSA6_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),val,4
738,738,tr,A0A2I7YSC0,A0A2I7YSC0_CROTI,Serine endopeptidase,Crotalus tigris,88082,2,Snake_Venom_Serine_Proteases(SVSP),train,4
739,739,tr,A0A2I7YS36,A0A2I7YS36_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
740,740,tr,A0A2I7YS40,A0A2I7YS40_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
741,741,tr,A0A2I7YS55,A0A2I7YS55_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
742,742,tr,A0A2I7YS60,A0A2I7YS60_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),test,4
743,743,tr,A0A2I7YS61,A0A2I7YS61_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
744,744,tr,A0A2I7YS64,A0A2I7YS64_9SAUR,Serine endopeptidase,Crotalus mitchellii,384065,2,Snake_Venom_Serine_Proteases(SVSP),train,4
745,745,tr,A0A2I7YS71,A0A2I7YS71_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),train,4
746,746,tr,A0A2I7YS81,A0A2I7YS81_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
747,747,tr,A0A2I7YS94,A0A2I7YS94_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
748,748,tr,A0A2I7YS95,A0A2I7YS95_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),val,4
749,749,tr,A0A2I7YS98,A0A2I7YS98_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
750,750,tr,A0A2I7YS27,A0A2I7YS27_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
751,751,tr,A0A2I7YS39,A0A2I7YS39_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
752,752,tr,A0A2I7YS49,A0A2I7YS49_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
753,753,tr,A0A2I7YS35,A0A2I7YS35_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),val,4
754,754,tr,A0A2I7YS17,A0A2I7YS17_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
755,755,tr,A0A2I7YS18,A0A2I7YS18_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
756,756,tr,A0A2I7YS50,A0A2I7YS50_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),val,4
757,757,tr,A0A2I7YS65,A0A2I7YS65_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
758,758,tr,A0A2I7YS96,A0A2I7YS96_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
759,759,tr,A0A2I7YS38,A0A2I7YS38_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
760,760,tr,A0A2I7YS56,A0A2I7YS56_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),test,4
761,761,tr,A0A2I7YS58,A0A2I7YS58_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
762,762,tr,A0A2I7YS20,A0A2I7YS20_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
763,763,tr,A0A2I7YS26,A0A2I7YS26_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),test,4
764,764,tr,A0A2I7YS42,A0A2I7YS42_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),val,4
765,765,tr,A0A2I7YS46,A0A2I7YS46_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),test,4
766,766,tr,A0A2I7YS48,A0A2I7YS48_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
767,767,tr,A0A2I7YS73,A0A2I7YS73_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),test,4
768,768,tr,A0A0K8RYP3,A0A0K8RYP3_CROHD,Serine proteinase 12b,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
769,769,tr,A0A0K8RS90,A0A0K8RS90_CROHD,Serine proteinase 9d,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
770,770,tr,A0A0K8RS96,A0A0K8RS96_CROHD,Serine proteinase 3c,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
771,771,tr,A0A0K8RYM8,A0A0K8RYM8_CROHD,Serine proteinase 7,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
772,772,tr,A0A0K8RYZ0,A0A0K8RYZ0_CROHD,Serine proteinase 12d,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),test,4
773,773,tr,A0A0K8RYN5,A0A0K8RYN5_CROHD,Serine proteinase 2e,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
774,774,tr,A0A0K8RYN9,A0A0K8RYN9_CROHD,Serine proteinase 13c,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),val,4
775,775,tr,A0A0K8RYQ4,A0A0K8RYQ4_CROHD,Serine proteinase 10,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
776,776,tr,A0A0K8RYY5,A0A0K8RYY5_CROHD,Serine proteinase 13e,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
777,777,tr,A0A0K8RS95,A0A0K8RS95_CROHD,Serine proteinase 1f,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
778,778,tr,A0A0K8RYP4,A0A0K8RYP4_CROHD,Serine proteinase 13b,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
779,779,tr,A0A0K8RYS4,A0A0K8RYS4_CROHD,Serine proteinase 2d,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
780,780,tr,A0A0K8S000,A0A0K8S000_CROHD,Serine proteinase 3,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
781,781,tr,T1E3X0,T1E3X0_CROHD,Serine proteinase 8,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
782,782,tr,T2HPE9,T2HPE9_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
783,783,tr,A0A0K8RS97,A0A0K8RS97_CROHD,Serine proteinase 1a,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
784,784,tr,A0A0K8RSB6,A0A0K8RSB6_CROHD,Serine proteinase 10,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
785,785,tr,A0A0K8RSF0,A0A0K8RSF0_CROHD,Serine proteinase 1d,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
786,786,tr,A0A0K8RYP0,A0A0K8RYP0_CROHD,Serine proteinase 1,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
787,787,tr,A0A0K8RYS0,A0A0K8RYS0_CROHD,Serine proteinase 5,Crotalus horridus,35024,3,Snake_Venom_Serine_Proteases(SVSP),train,4
788,788,tr,T1DJX6,T1DJX6_CROHD,Serine proteinase 9,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
789,789,tr,U3TBG1,U3TBG1_PROFL,Serine protease (Fragment),Protobothrops flavoviridis,88087,2,Snake_Venom_Serine_Proteases(SVSP),train,4
790,790,tr,A0A077L7D0,A0A077L7D0_PROEL,Serine protease 2 (Fragment),Protobothrops elegans,88086,2,Snake_Venom_Serine_Proteases(SVSP),train,4
791,791,tr,A0A077LCZ2,A0A077LCZ2_PROEL,Serine protease 4 (Fragment),Protobothrops elegans,88086,2,Snake_Venom_Serine_Proteases(SVSP),train,4
792,792,tr,A0A6J1VE32,A0A6J1VE32_9SAUR,Serine protease harobin,Notechis scutatus,8663,3,Snake_Venom_Serine_Proteases(SVSP),train,4
793,793,tr,A0A024AXF6,A0A024AXF6_MICIK,Trypsin-like serine protease,Micropechis ikaheca,66188,2,Snake_Venom_Serine_Proteases(SVSP),train,4
794,794,tr,A0A024AYB1,A0A024AYB1_MICIK,Trypsin-like serine protease,Micropechis ikaheca,66188,2,Snake_Venom_Serine_Proteases(SVSP),train,4
795,795,tr,T1DJX9,T1DJX9_CROHD,Serine proteinase 11a,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
796,796,tr,T1E3X4,T1E3X4_CROHD,Serine proteinase 2a,Crotalus horridus,35024,2,Snake_Venom_Serine_Proteases(SVSP),train,4
797,797,tr,A0A2I7YS54,A0A2I7YS54_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),test,4
798,798,tr,A0A2I7YSB5,A0A2I7YSB5_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
799,799,tr,A0A2I7YS16,A0A2I7YS16_CROAT,Serine endopeptidase,Crotalus atrox,8730,2,Snake_Venom_Serine_Proteases(SVSP),train,4
800,800,tr,A0A2I7YS37,A0A2I7YS37_CROCT,Serine endopeptidase,Crotalus cerastes,8746,2,Snake_Venom_Serine_Proteases(SVSP),train,4
801,801,tr,A0A2I7YS83,A0A2I7YS83_9SAUR,Serine endopeptidase,Crotalus molossus,8733,2,Snake_Venom_Serine_Proteases(SVSP),train,4
802,802,tr,A0A2I7YS88,A0A2I7YS88_9SAUR,Serine endopeptidase,Crotalus scutulatus,8737,2,Snake_Venom_Serine_Proteases(SVSP),train,4
803,803,tr,A0A2I7YS51,A0A2I7YS51_CROLE,Serine endopeptidase,Crotalus lepidus,44709,2,Snake_Venom_Serine_Proteases(SVSP),train,4
